Column2,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
22, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
23, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES
24, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES
25, NO,YES, NO, NO, NO, NO,YES,YES, NO, NO, NO,YES
26, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
27, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
28, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
29, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
30, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
31, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
32, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
33, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO
34, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
35, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
36, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
37, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO
38, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
39, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
40, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
41, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
42, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
43, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES
44, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
45, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO,YES
46, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES
47, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
48, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
49, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
50, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
51, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES
52, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES
53, NO,YES, NO, NO, NO, NO,YES,YES, NO, NO, NO,YES
54, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
55, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
56, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
57, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
58, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES
59, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
60, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES
61, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES
62, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES
63, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO
64, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO, NO, NO
65, NO,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
66, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES
67, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
68, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES
69, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
70, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
71, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES
72, NO, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES
73, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
74, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
75, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
76, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
77, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
78, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
79, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
80, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
81, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES
82, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES
83, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES
84, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
85, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
86, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES
87, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
88, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES
89, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES
90, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
91, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
92, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
93, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
94, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
95, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
96, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
97, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES
98, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
99, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
100, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
101, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO
102, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO,YES, NO
103, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
104, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
105, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO
106, NO,YES, NO, NO, NO, NO,YES,YES, NO, NO, NO, NO
107, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
108, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
109, NO,YES,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES
110, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES
111, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES
112, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES
113, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
114, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
115, NO, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO,YES
116, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
117, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
1, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
2, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO
3, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
4, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES
5, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
6, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
7, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
8, NO,YES, NO, NO, NO, NO,YES,YES, NO,YES, NO, NO
9, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
10, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
11, NO, NO,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO
12, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO
13, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
14, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
15, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
16, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
17, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
18, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
19, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
20,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
21, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
22, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
23, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
24, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES
25, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO,YES
26, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
27, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
28, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
29, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
30, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO
31, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
32, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES
33, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
34, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
35, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
36, NO,YES, NO, NO, NO, NO,YES,YES, NO,YES, NO, NO
37, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
38, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
39, NO, NO,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO
40, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO
41, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
42, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
43, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
44, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
45, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
46, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
47, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
48,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
49, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
50, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
51, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
52, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES
53, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO,YES
54, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
55, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
56, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
57, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
58, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
59, NO, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO,YES
60, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
61, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
62, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO
63, NO, NO, NO, NO, NO, NO,YES,YES, NO, NO, NO,YES
64, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
65, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
66, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES
67, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
68, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO, NO
69, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
70, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
71, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
72, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO
73, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
74, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
75, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
76, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
77, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
78, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
1, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
2, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES
3, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
4, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
5, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
6, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
7, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
8, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
9, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,YES,YES
10, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES
11, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
12, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
13, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
14, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
15, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES
16, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
17, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO, NO,YES
18, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
19, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO
20, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
21, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO
22, NO,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
23,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO
24, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
25, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
26, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
27, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
28, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
29, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
30, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
31, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
32, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
33, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES
34, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
35, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
36, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
37, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
38, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO
39, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
40, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
41, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
42, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
43, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
44, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
45, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES
46, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
47, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
48, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO
49, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
50, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
51, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
52, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES
53, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
54, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES
55, NO,YES, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO
56, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES
57, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
1, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
2, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES
3, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
4, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
5, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES
6, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
7, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
8, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
9, NO, NO,YES, NO, NO, NO,YES, NO,YES,YES, NO, NO
10, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
11, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
12, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
13, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
14, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
15, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
16, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
17, NO, NO, NO,YES,YES, NO, NO, NO, NO,YES, NO,YES
18, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
19, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES
20, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
21, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
22, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
23, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
24, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
25, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
26, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
27,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
28, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
29, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
30, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
31, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
32, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
33, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO,YES
34, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
35, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
36, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
37, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
38, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
39, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
40,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
41,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
42, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
43, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
44, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
45, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
46, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
47,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
48, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
49, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
50, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
51, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
52,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
53, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
54, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES
55, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES
56, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
57, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
1,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
2, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
3,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO
4,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,YES, NO
5,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
6,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO
7, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
8, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
9,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
10,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO
11,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
12,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
13,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
14, NO, NO,YES, NO,YES,YES, NO, NO, NO, NO,YES, NO
15, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
16,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
17,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
18,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
19, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
20, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO
21, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
22,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
23,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
24,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
25,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
26, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
27,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO
28,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,YES, NO
29,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
30,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO
31, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
32, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
33,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
34,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO
35,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
36,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
37,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
38, NO, NO,YES, NO,YES,YES, NO, NO, NO, NO,YES, NO
39, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
40,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
41,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
42,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
43, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
44, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO
45, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
46,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
47,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
48,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
49,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
50,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,YES, NO
51,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
52, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
53, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
54, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
55, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
56,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO
57, NO, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO
58, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
59,YES, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO, NO
60, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
61, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
62,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
63,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
64, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO, NO
65,YES, NO,YES,YES, NO,YES, NO, NO, NO, NO, NO, NO
66, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
67, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO,YES, NO
68,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
69, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES, NO
70, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
71,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
72,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
73, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
74,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
75,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
76, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
77, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
78,YES, NO, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO
79,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,YES, NO
